ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type,Cycles [cycle]
385,6.81,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.48,0.85,12.43,66.05,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,603"
386,5.44,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.64,0.69,12.37,65.08,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,847"
387,6.17,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.19,0.75,12.21,67.24,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,238"
388,7.19,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.26,0.88,12.17,67.13,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,329"
389,5.50,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.26,0.67,12.14,67.21,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,319"
390,5.20,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.38,0.64,12.29,66.51,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,524"
391,5.52,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.35,0.68,12.25,66.59,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,465"
392,5.61,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.26,0.69,12.34,67.05,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,260"
393,6.00,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.35,0.74,12.22,68.06,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,413"
394,5.04,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.32,0.62,12.30,66.89,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,355"
395,6.88,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.85,12.33,66.89,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,349"
396,6.03,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.74,12.31,66.97,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,338"
397,6.91,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.85,12.31,67.05,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,358"
398,5.96,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.73,11.97,66.97,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,330"
399,5.82,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.26,0.71,12.24,67.21,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,287"
400,5.57,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.32,0.69,12.13,66.75,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,414"
401,5.16,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.19,0.63,12.29,67.52,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,186"
402,5.61,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.42,0.70,12.16,66.36,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,515"
403,5.31,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.65,11.96,67.29,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,266"
404,5.51,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.10,0.67,12.26,68.00,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,065"
405,5.33,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.32,0.66,11.83,66.89,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,387"
406,5.25,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.64,12.24,67.37,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,229"
407,6.07,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.38,0.75,12.28,66.43,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,493"
408,5.89,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.19,0.72,12.28,67.44,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,213"
409,5.16,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.38,0.64,12.18,66.51,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,503"
410,5.10,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.62,12.20,67.44,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,265"
411,7.24,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.89,12.21,67.36,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,250"
412,5.09,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.62,12.09,67.13,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,305"
413,5.57,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.16,0.68,12.39,67.68,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,090"
414,5.19,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.63,12.11,67.21,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,269"
415,0.00,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.19,0.00,12.01,67.55,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,215"
416,6.14,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.13,0.74,12.29,67.84,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,132"
417,5.96,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.26,0.73,12.12,67.21,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,299"
418,7.18,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.19,0.87,12.18,67.52,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,195"
419,5.54,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.68,12.40,67.29,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,264"
420,5.12,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.32,0.63,12.25,66.82,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,402"
421,5.30,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.65,12.23,66.97,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,360"
422,0.00,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.00,12.03,67.05,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,340"
423,5.39,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.35,0.67,12.19,66.59,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,455"
424,0.00,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.00,12.13,66.89,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,384"
425,7.13,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.16,0.87,12.44,67.52,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,137"
426,5.09,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.63,12.12,67.00,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,311"
427,6.49,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.19,0.79,12.35,67.52,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,192"
428,5.45,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.19,0.66,12.28,67.55,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,207"
429,5.44,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.26,0.67,12.30,67.21,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,294"
430,5.58,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.68,11.98,67.13,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,257"
431,6.89,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.35,0.85,12.27,66.74,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,423"
432,5.82,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.72,11.95,66.97,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,328"
433,0.00,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.00,12.19,66.90,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,374"
434,5.73,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.70,12.21,67.13,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,313"
435,5.14,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.29,0.63,12.33,67.15,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,334"
436,5.32,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.65,12.29,67.21,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,265"
437,6.20,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.76,12.29,67.23,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,242"
438,6.27,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.16,0.76,12.26,67.88,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,115"
439,5.06,spmv_csr_row_per_thread,spmv_csr_row_per_thread..,12.22,0.62,12.33,67.21,40,"  128,    1,    1","  512,    1,    1",Kernel: SIMT,"18,306"
440,5.35,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.69,80.65,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,296"
441,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.61,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,525"
442,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.67,28.57,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,337"
443,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.61,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,328"
444,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.63,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,517"
445,5.81,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,4.01,80.64,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,284"
446,5.09,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,3.52,80.59,28.54,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,458"
447,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.67,28.57,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,319"
448,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.65,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,298"
449,5.27,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,3.63,80.60,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,348"
450,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.25,0.00,80.46,28.50,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,723"
451,5.11,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.31,3.54,80.48,28.50,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,855"
452,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.49,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,261"
453,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.65,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,295"
454,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.54,28.53,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,594"
455,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.45,28.49,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,559"
456,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.45,28.49,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,540"
457,5.08,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,3.51,80.64,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,504"
458,5.83,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,4.02,80.54,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,330"
459,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.52,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,573"
460,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.45,28.49,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,520"
461,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,0.00,80.53,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,632"
462,5.18,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,3.58,80.43,28.49,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,592"
463,5.41,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,3.73,80.62,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,518"
464,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.59,28.54,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,487"
465,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.47,28.50,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,315"
466,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,0.00,80.40,28.48,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,643"
467,5.28,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,3.65,80.43,28.49,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,414"
468,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.59,28.54,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,522"
469,5.47,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,3.78,80.51,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,564"
470,5.86,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,4.05,80.49,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,423"
471,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.52,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,539"
472,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.49,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,050"
473,5.80,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.25,4.01,80.56,28.53,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,810"
474,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.28,0.00,80.53,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,799"
475,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.25,0.00,80.62,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,734"
476,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.18,0.00,80.58,28.54,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,678"
477,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.65,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,512"
478,6.31,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,4.35,80.49,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,395"
479,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.62,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,469"
480,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.49,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,402"
481,5.04,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,3.49,80.45,28.49,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,590"
482,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.46,28.50,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,488"
483,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.61,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,291"
484,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.58,28.54,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,341"
485,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.63,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,275"
486,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.67,28.57,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,228"
487,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.70,28.58,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,482"
488,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.66,28.57,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,335"
489,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.69,28.58,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,215"
490,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.69,28.58,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,318"
491,5.04,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.48,80.61,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,300"
492,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.59,28.54,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,307"
493,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.64,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,413"
494,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.59,28.54,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,315"
495,5.35,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.68,80.70,28.58,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,324"
496,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.70,28.58,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,395"
497,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.63,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,443"
498,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.60,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,317"
499,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.64,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,399"
500,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.61,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,476"
501,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.28,0.00,80.55,28.53,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,809"
502,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.28,0.00,80.55,28.53,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,778"
503,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.65,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,406"
504,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,0.00,80.55,28.53,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,626"
505,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.49,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,523"
506,5.45,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,3.76,80.65,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,541"
507,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.51,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,534"
508,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.54,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,479"
509,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.47,28.50,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,371"
510,5.27,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,3.64,80.59,28.54,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,541"
511,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.42,28.48,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,486"
512,5.17,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,3.56,80.62,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,273"
513,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.65,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,309"
514,5.81,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,4.01,80.54,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,352"
515,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.54,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,384"
516,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.62,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,285"
517,5.33,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,3.67,80.64,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,258"
518,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.67,28.57,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,626"
519,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.74,28.59,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,354"
520,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.63,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,351"
521,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.62,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,337"
522,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.58,28.54,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,237"
523,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.55,28.53,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,378"
524,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.60,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,391"
525,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.63,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,585"
526,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.60,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,390"
527,5.12,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,3.53,80.63,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,295"
528,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.64,28.56,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,298"
529,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.54,28.53,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,444"
530,5.25,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.22,3.63,80.48,28.50,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,690"
531,5.10,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.25,3.53,80.66,28.57,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,751"
532,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.54,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,486"
533,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.62,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,351"
534,5.57,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,3.84,80.61,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,376"
535,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.53,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,465"
536,5.12,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,3.54,80.49,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,569"
537,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.52,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,525"
538,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.60,28.55,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,598"
539,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.56,28.53,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,471"
540,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.52,28.52,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,433"
541,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,0.00,80.50,28.51,40,"32768,    1,    1","   64,    1,    1",Kernel: SIMT,"103,583"
