ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type,Cycles [cycle]
699,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.78,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,072"
700,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.81,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,170"
701,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,223"
702,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.76,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,120"
703,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.76,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,118"
704,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.28,0.00,80.72,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,784"
705,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.64,28.56,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,411"
706,5.60,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,3.86,80.75,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,254"
707,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.73,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,314"
708,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.75,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,113"
709,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.22,0.00,80.78,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,665"
710,5.04,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,3.48,80.78,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,422"
711,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.72,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,068"
712,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.72,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,445"
713,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,223"
714,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.85,28.63,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,433"
715,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,0.00,80.69,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,636"
716,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.80,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,291"
717,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.63,28.56,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,279"
718,5.23,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,3.60,80.81,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,107"
719,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.69,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,360"
720,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.75,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,406"
721,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.79,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,327"
722,5.35,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,3.69,80.73,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,328"
723,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.54,28.52,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,154"
724,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.75,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,241"
725,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.69,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,149"
726,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.85,28.63,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,132"
727,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.66,28.57,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,210"
728,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.70,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,073"
729,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.80,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,268"
730,5.10,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,3.51,80.86,28.64,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,178"
731,5.15,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.12,3.56,80.79,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,531"
732,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,363"
733,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.83,28.63,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,183"
734,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.81,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,205"
735,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.75,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,195"
736,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.74,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,202"
737,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.66,28.57,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,355"
738,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.71,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,113"
739,5.08,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,3.50,80.60,28.55,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,161"
740,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.80,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,108"
741,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,600"
742,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.74,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,178"
743,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.73,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,112"
744,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.69,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,139"
745,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.62,28.55,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,343"
746,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.82,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,078"
747,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.70,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,092"
748,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.70,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,174"
749,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.74,0.00,80.81,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,038"
750,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.75,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,076"
751,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,210"
752,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.73,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,068"
753,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.81,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,165"
754,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.77,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,200"
755,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.76,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,330"
756,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.82,28.63,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,378"
757,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.58,28.54,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,262"
758,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.69,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,309"
759,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.74,0.00,80.64,28.56,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,056"
760,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.74,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,315"
761,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.71,28.58,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,427"
762,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.64,28.56,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,481"
763,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.82,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,315"
764,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.68,28.57,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,192"
765,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.67,28.57,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,080"
766,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.79,28.61,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,506"
767,5.24,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,3.60,80.76,28.60,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,093"
768,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.73,28.59,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,241"
769,5.26,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,3.62,80.80,28.62,40," 8192,    1,    1","  256,    1,    1",Kernel: SIMT,"103,082"
770,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.89,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,332"
771,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.28,0.00,80.73,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,814"
772,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,78.80,27.91,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,096"
773,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.84,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,209"
774,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.70,0.00,80.91,28.66,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,960"
775,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.84,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,166"
776,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.87,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,396"
777,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.90,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,301"
778,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.89,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,239"
779,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.74,0.00,80.77,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,033"
780,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.76,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,163"
781,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.79,28.61,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,229"
782,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.75,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,103"
783,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.81,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,409"
784,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.93,28.66,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,333"
785,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.70,0.00,80.84,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,995"
786,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.73,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,351"
787,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.74,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,120"
788,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.83,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,376"
789,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.70,0.00,80.87,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,995"
790,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.70,0.00,80.94,28.67,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,997"
791,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.73,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,355"
792,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.74,0.00,80.85,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,997"
793,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.68,28.57,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,226"
794,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.79,28.61,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,128"
795,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.79,28.61,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,341"
796,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.80,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,227"
797,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.82,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,143"
798,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.76,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,229"
799,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.87,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,109"
800,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.74,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,233"
801,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.79,28.61,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,124"
802,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.81,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,464"
803,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.81,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,306"
804,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.77,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,469"
805,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.85,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,393"
806,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.74,0.00,80.91,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,067"
807,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.81,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,242"
808,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.64,28.56,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,262"
809,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.77,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,142"
810,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.82,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,300"
811,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.70,28.58,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,169"
812,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.81,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,097"
813,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.70,0.00,80.85,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,960"
814,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.85,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,280"
815,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.87,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,103"
816,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.89,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,190"
817,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.15,0.00,80.85,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,616"
818,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.81,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,405"
819,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.76,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,306"
820,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.70,0.00,80.84,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,992"
821,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.89,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,133"
822,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.79,28.61,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,324"
823,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.87,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,189"
824,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.85,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,206"
825,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.06,0.00,80.71,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,462"
826,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.93,0.00,80.83,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,271"
827,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.57,28.54,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,071"
828,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.75,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,121"
829,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.83,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,436"
830,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.85,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,126"
831,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.86,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,145"
832,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.70,0.00,80.88,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,982"
833,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.89,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,150"
834,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.74,0.00,80.90,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,028"
835,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.92,28.66,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,139"
836,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.02,0.00,80.91,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,404"
837,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.74,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,217"
838,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.68,28.57,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,120"
839,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.83,0.00,80.83,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,155"
840,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.76,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,387"
841,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.90,0.00,80.73,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,272"
842,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.96,0.00,80.82,28.62,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,317"
843,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.74,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,123"
844,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.73,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,080"
845,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.91,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,375"
846,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,69.09,0.00,80.79,28.61,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,538"
847,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.99,0.00,80.72,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,387"
848,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.73,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,110"
849,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.84,28.63,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,141"
850,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.80,0.00,80.90,28.65,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,118"
851,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.74,0.00,80.88,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,994"
852,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.74,0.00,80.73,28.59,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,007"
853,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.86,0.00,80.76,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,181"
854,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.67,0.00,80.87,28.64,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"102,941"
855,0.00,spmv_csr_warp_per_row,spmv_csr_warp_per_row..,68.77,0.00,80.75,28.60,40," 4096,    1,    1","  512,    1,    1",Kernel: SIMT,"103,102"
